@relation nba

@attribute name {jamesharden, paulgeorge, giannisantetokounmpo, joelembiid, stephencurry, kawhileonard, devinbooker, kevindurant, damianlilard, kembawalker, bradleybeal, blakegriffin, karl-anthonytowns, kyrieirving, donovanmitchell, zachlavine, russellwestbrook, klaythompson, juliusrandle, lamarcusaldridge, demarderozan, lukadoncic, jrueholiday, dangelorussell, mikeconley, cjmccollum, nikolavucevic, buddyhield, nikolajokic, tobiasharris, louwilliams, danilogallinari, johncollins, traeyoung, jimmybutler, kylekuzma, khrismiddletown, jamalmurray, andrewwiggins, timhardaway, jjredick, bojanbogdanovic, andredrummond, deaaronfox, pascalsiakam, bensimmons, jordanclarkson, spencerdinwiddie, collinsexton, clintcapela, montrezlharrell, joshrichardson, harrisonbarnes, deandreayton, ericgordon, aarongordon, ericbledsoe, rudygobert, jaysontatum, malcolmborgdon, jusufnurkic, chrispaul, dennisschroder, reggiejackson, jeremylamb, kellyoubre, evanfournier, terrenceross, dwyanewade, sergeibaka, marvinbagley, emmanuelmudiay, jabariparker, kylelowry, bogdanbogdanovic, domantassabonis, marcusmorris, stevenadams, jarenjackson, rudygay, joeharris, eneskanter, jeramigrant, alhorford, marcgasol, mylesturner, cediosman, jaylenbrown, kevinknox, rickyrubio, thaddeusyoung, paulmillsap, justisewinslow, tervorariza, brooklopez, hassanwhiteside, jeffgreen, wesleymatthews, joeingles, javalemcgee}
@attribute gp numeric
@attribute gs numeric
@attribute mpg numeric
@attribute ppg numeric
@attribute pts numeric
@attribute fgm/g numeric
@attribute fga/g numeric
@attribute 3fgm/g numeric
@attribute 3fga/g numeric
@attribute fta/g numeric

@data
alhorford,        68,	68	,29.0,13.6,	925		,5.7,	10.6,	1.1,	3.0		1.4
marcgasol,        79,	72	,30.8,13.6,	1071	,4.9,	11.0,	1.3,	3.5		3.2
mylesturner,      74,	74	,28.6,13.3,	984		,5.1,	10.5,	1.0,	2.6		2.7
cediosman,        76,	75	,32.2,13.0,	991		,4.7,	11.1,	1.7,	4.9		2.4
jaylenbrown,      74,	25	,25.9,13.0,	964		,5.0,	10.7,	1.3,	3.7		2.7
kevinknox,        75,	57	,28.8,12.8,	963		,4.5,	12.2,	1.7,	4.9		3.0
rickyrubio,       68,	67	,27.9,12.7,	864		,4.3,	10.7,	1.2,	3.7		3.4
thaddeusyoung,    81,	81	,30.7,12.6,	1024	,5.5,	10.4,	0.6,	1.8		1.7
paulmillsap,      70,	65	,27.1,12.6,	883		,4.6,	9.5	,	0.8,	2.3		3.6
justisewinslow,   66,	52	,29.7,12.6,	830		,4.9,	11.3,	1.5,	3.9		2.1
tervorariza,      69,	69	,34.0,12.5,	863		,4.3,	10.7,	2.1,	6.3		2.4
brooklopez,       81,	81	,28.7,12.5,	1009	,4.4,	9.7	,	2.3,	6.3		1.6
hassanwhiteside,  72,	53	,23.3,12.3,	887		,5.4,	9.4	,	0.0,	0.2		3.4
jeffgreen,        77,	44	,27.2,12.3,	946		,4.2,	8.9	,	1.4,	4.2		2.7
wesleymatthews,   69,	68	,30.3,12.2,	840		,4.0,	10.1,	2.2,	5.8		2.4
joeingles,        82,	82	,31.3,12.1,	994		,4.4,	9.8	,	2.3,	5.9		1.5
javalemcgee,      75,	62	,22.3,12.0,	897		,5.3,	8.5	,	0.0,	0.2		2.0
